代码,名称,流通市值Z,涨幅%,封单额,现价,总金额,现量,10日涨幅%,20日涨幅%,涨跌,细分行业,买价,卖价,总量,涨速%,换手%,今开,最高,最低,昨收,市盈(动),量比,地区,振幅%,均价,内盘,外盘
836675,秉扬科技,          2.89亿,--  ,--  ,6.2,0,0,1.47,3.33,--  ,非金属材料,6.16,6.29,0,--  ,--  ,--  ,--  ,--  ,6.2,15.76,0,四川,0,6.2,0,0
836547,无锡晶海,          3.81亿,0,--  ,22.65,10.51,46,17.42,3.99,0,原料药,22.65,22.89,46,0,0.03,22.65,22.65,22.65,22.65,21.99,0.99,江苏,0,22.65,23,23
836422,润普食品,          1.38亿,--  ,--  ,6.6,0,0,0.76,2.8,--  ,调味品,6.52,6.59,0,--  ,--  ,--  ,--  ,--  ,6.6,26.37,0,江苏,0,6.6,0,0
836414,欧普泰,          4.48亿,--  ,--  ,12.4,0,0,1.31,4.82,--  ,其他专用设备,12.3,12.49,0,--  ,--  ,--  ,--  ,--  ,12.4,21.36,0,上海,0,12.4,0,0
836208,青矩技术,          4.58亿,--  ,--  ,37.52,0,0,-2.95,3.7,--  ,工程咨询服务,37.33,37.77,0,--  ,--  ,--  ,--  ,--  ,37.52,16.1,0,北京,0,37.52,0,0
835857,百甲科技,          2.83亿,0,--  ,3.99,0.52,13,4.45,2.84,0,钢结构,3.97,3.99,13,0,0,3.99,3.99,3.99,3.99,17.72,0.12,江苏,0,3.99,7,6
835640,富士达,         11.42亿,--  ,--  ,16.68,0,0,-7.08,-4.58,--  ,网络接配及塔设,16.67,16.74,0,--  ,--  ,--  ,--  ,--  ,16.68,21.42,0,陕西,0,16.68,0,0
835579,机科股份,          6.95亿,0,--  ,20.06,25.74,128,0.65,10.28,0,其他通用设备,20.06,20.36,128,0,0.04,20.06,20.06,20.06,20.06,182,0.87,北京,0,20.06,64,64
835368,连城数控,         40.10亿,0,--  ,31.55,3.15,10,-0.75,3,0,光伏加工设备,31.55,31.57,10,0,0,31.55,31.55,31.55,31.55,12.06,0.25,辽宁,0,31.55,5,5
835237,力佳科技,          2.23亿,--  ,--  ,14.71,0,0,0.14,15.64,--  ,锂电设备,14.66,14.86,0,--  ,--  ,--  ,--  ,--  ,14.71,18.25,0,深圳,0,14.71,0,0
834765,美之高,          1.44亿,--  ,--  ,7.05,0,0,2.77,6.82,--  ,其他家居,7,7.05,0,--  ,--  ,--  ,--  ,--  ,7.05,25.71,0,深圳,0,7.05,0,0
834639,晨光电缆,          3.80亿,--  ,--  ,4.35,0,0,-0.68,-2.03,--  ,线缆部件及其他,4.32,4.35,0,--  ,--  ,--  ,--  ,--  ,4.35,15.16,0,浙江,0,4.35,0,0
834014,特瑞斯,          3.68亿,--  ,--  ,8.53,0,0,-3.94,2.03,--  ,其他专用设备,8.5,8.54,0,--  ,--  ,--  ,--  ,--  ,8.53,19.99,0,江苏,0,8.53,0,0
833943,优机股份,          3.71亿,--  ,--  ,11.12,0,0,-4.96,3.06,--  ,机械基础件,11.02,11.22,0,--  ,--  ,--  ,--  ,--  ,11.12,15.06,0,四川,0,11.12,0,0
833914,远航精密,          5.57亿,0,--  ,9.38,4.03,43,7.94,-0.21,0,镍,9.38,9.4,43,0,0.01,9.38,9.38,9.38,9.38,18.69,0.74,江苏,0,9.38,22,21
833819,颖泰生物,         16.80亿,0,--  ,3.6,1.8,50,0.28,-5.51,0,农药,3.58,3.6,50,0,0,3.6,3.6,3.6,3.6,21.56,0.38,北京,0,3.6,25,25
833781,瑞奇智造,          5.06亿,--  ,--  ,5.52,0,0,5.54,12.42,--  ,能源及重型设备,5.49,5.55,0,--  ,--  ,--  ,--  ,--  ,5.52,27.28,0,四川,0,5.52,0,0
833455,汇隆活塞,          2.16亿,--  ,--  ,4.25,0,0,4.94,5.72,--  ,其他通用设备,4.21,4.23,0,--  ,--  ,--  ,--  ,--  ,4.25,27.77,0,辽宁,0,4.25,0,0
833427,华维设计,          2.98亿,--  ,--  ,11.39,0,0,-4.12,3.73,--  ,工程咨询服务,11.22,11.48,0,--  ,--  ,--  ,--  ,--  ,11.39,33.74,0,江西,0,11.39,0,0
833394,民士达,          6.02亿,0,--  ,14.22,1.93,14,2.08,-2.4,0,特种纸,14.22,14.33,14,0,0,14.22,14.22,14.22,14.22,24.4,0.34,山东,0,14.22,7,7
833284,灵鸽科技,          2.39亿,0,--  ,9.4,3.63,39,10.59,5.86,0,其他专用设备,9.3,9.4,39,0,0.02,9.4,9.4,9.4,9.4,53.81,0.4,江苏,0,9.4,20,19
832885,星辰科技,          3.47亿,0,--  ,6.58,2.03,31,1.86,-3.09,0,工业控制设备,6.56,6.58,31,0,0,6.58,6.58,6.58,6.58,107.25,0.34,广西,0,6.58,16,15
832802,保丽洁,          1.56亿,--  ,--  ,9.75,0,0,0.93,10.29,--  ,环保设备,9.69,9.7,0,--  ,--  ,--  ,--  ,--  ,9.75,38.97,0,江苏,0,9.75,0,0
832786,骑士乳业,          5.03亿,--  ,--  ,6.3,0,0,-1.87,-2.17,--  ,乳制品,6.26,6.3,0,--  ,--  ,--  ,--  ,--  ,6.3,13.33,0,内蒙,0,6.3,0,0
832471,美邦科技,          2.64亿,0,--  ,9.23,0.18,2,1.54,0.11,0,有机化工原料,9.18,9.23,2,0,0,9.23,9.23,9.23,9.23,32.98,0.09,河北,0,9.23,1,1
832419,路斯股份,          4.76亿,--  ,--  ,10.21,0,0,0.29,0.1,--  ,宠物食品,10.16,10.29,0,--  ,--  ,--  ,--  ,--  ,10.21,15.37,0,山东,0,10.21,0,0
832225,利通科技,          8.79亿,--  ,--  ,16.9,0,0,3.05,11.92,--  ,橡胶制品,16.91,17.04,0,--  ,--  ,--  ,--  ,--  ,16.9,13.75,0,河南,0,16.9,0,0
832089,禾昌聚合,          8.30亿,0,--  ,15.48,7.74,50,10.49,7.43,0,改性塑料,15.4,15.48,50,0,0.01,15.48,15.48,15.48,15.48,14.5,1.37,江苏,0,15.48,25,25
831689,克莱特,          2.77亿,0,--  ,12.25,9.19,75,0.82,-9.46,0,其他专用设备,12.2,12.25,75,0,0.01,12.25,12.25,12.25,12.25,14.43,1.71,山东,0,12.25,38,37
831445,龙竹科技,          4.75亿,--  ,--  ,5.29,0,0,-6.7,-5.37,--  ,其他家居,5.24,5.29,0,--  ,--  ,--  ,--  ,--  ,5.29,55.6,0,福建,0,5.29,0,0
831195,三祥科技,          4.66亿,0,--  ,11.88,6.59,56,6.26,-1.82,0,底盘与发动机系统,11.88,11.94,56,0,0.01,11.88,11.88,11.88,11.88,12.3,0.58,山东,0,11.88,28,28
830964,润农节水,          4.83亿,0,--  ,3.3,3.63,110,3.45,-0.6,0,其他专业工程,3.28,3.3,110,0,0.01,3.3,3.3,3.3,3.3,26.83,0.74,河北,0,3.3,55,55
830839,万通液压,          3.71亿,--  ,--  ,11.94,0,0,-7.94,6.61,--  ,工程机械零件,11.91,12,0,--  ,--  ,--  ,--  ,--  ,11.94,18.48,0,山东,0,11.94,0,0
830809,安达科技,         16.45亿,--  ,--  ,4.96,0,0,-1.39,5.08,--  ,电池化学品,4.96,4.99,0,--  ,--  ,--  ,--  ,--  ,4.96,--  ,0,贵州,0,4.96,0,0
430718,合肥高科,          2.69亿,--  ,--  ,11.01,0,0,5.46,9.12,--  ,家电零部件,10.9,11.06,0,--  ,--  ,--  ,--  ,--  ,11.01,16.23,0,安徽,0,11.01,0,0
430685,新芝生物,          4.45亿,--  ,--  ,10.63,0,0,-3.36,9.03,--  ,仪器仪表,10.62,10.71,0,--  ,--  ,--  ,--  ,--  ,10.63,19.49,0,浙江,0,10.63,0,0
430564,天润科技,          2.39亿,--  ,--  ,11.44,0,0,-12.67,-9.57,--  ,行业应用软件,11.37,11.45,0,--  ,--  ,--  ,--  ,--  ,11.44,--  ,0,陕西,0,11.44,0,0
430489,佳先股份,          5.59亿,--  ,--  ,6.52,0,0,-4.26,-8.94,--  ,塑料助剂,6.48,6.51,0,--  ,--  ,--  ,--  ,--  ,6.52,22.14,0,安徽,0,6.52,0,0
430090,同辉信息,          5.28亿,0,--  ,3.89,6.61,170,6.28,-10.16,0,其他IT设备,3.89,3.91,170,0,0.01,3.89,3.89,3.89,3.89,--  ,0.3,北京,0,3.89,85,85
688786,悦安新材,         15.97亿,0,--  ,39.45,0.79,2,4.14,5.34,0,其他金属新材料,39.45,39.53,2,0,0,39.45,39.45,39.45,39.45,42.87,0.18,江西,0,39.45,1,1
688722,同益中,         13.21亿,--  ,--  ,12.59,0,0,2.86,5.8,--  ,其他化学纤维,12.55,12.65,0,--  ,--  ,--  ,--  ,--  ,12.59,16.01,0,北京,0,12.59,0,0
688719,爱科赛博,         10.38亿,--  ,--  ,57.22,0,0,0.09,9.6,--  ,其他发电设备,57.02,57.22,0,--  ,--  ,--  ,--  ,--  ,57.22,39.08,0,陕西,0,57.22,0,0
688711,宏微科技,         42.24亿,0,--  ,33.99,61.77,182,4.94,16.4,0,功率半导体,33.99,34.03,182,0,0.01,33.99,33.99,33.99,33.99,45.32,1.48,江苏,0,33.99,91,91
688709,成都华微,         16.73亿,0,--  ,23.33,74.46,319,3.46,2.78,0,集成电路设计,23.33,23.36,319,0,0.04,23.33,23.33,23.33,23.33,57.03,0.73,四川,0,23.33,160,159
688689,银河微电,          8.11亿,0,--  ,20.29,5.79,29,7.24,16.41,0,功率半导体,20.29,20.33,29,0,0,20.29,20.29,20.29,20.29,39.42,0.57,江苏,0,20.29,15,14
688686,奥普特,         30.29亿,0,--  ,88.25,35.05,40,8.87,6.2,0,工业控制设备,88.25,88.89,40,0,0,88.25,88.25,88.25,88.25,39.5,0.68,广东,0,88.25,20,20
688678,福立旺,         14.48亿,0,--  ,15.93,3.03,19,8.66,16.19,0,消费电子组件,15.86,15.93,19,0,0,15.93,15.93,15.93,15.93,41.5,0.34,江苏,0,15.93,10,9
688677,海泰新光,         42.78亿,--  ,--  ,55.1,0,0,4.38,-1.09,--  ,医疗设备,55.1,55.28,0,--  ,--  ,--  ,--  ,--  ,55.1,42.53,0,山东,0,55.1,0,0
688669,聚石化学,          8.80亿,0,--  ,14.31,6.02,42,12.32,13.48,0,改性塑料,14.31,14.44,42,0,0.01,14.31,14.31,14.31,14.31,29.06,0.8,广东,0,14.31,21,21
688667,菱电电控,         11.60亿,0,--  ,56.05,11.21,20,10.12,16.07,0,汽车电子电气系统,55.1,56.05,20,0,0,56.05,56.05,56.05,56.05,51.9,0.75,湖北,0,56.05,10,10
688665,四方光电,         12.29亿,--  ,--  ,57.05,0,0,1.37,5.2,--  ,仪器仪表,57.08,57.17,0,--  ,--  ,--  ,--  ,--  ,57.05,29.57,0,湖北,0,57.05,0,0
688660,电气风电,         21.71亿,0,--  ,4.07,3.66,90,5.99,11.2,0,风电整机,4.05,4.07,90,0,0,4.07,4.07,4.07,4.07,--  ,0.35,上海,0,4.07,45,45
688658,悦康药业,         38.16亿,0,--  ,18.65,12.53,67,6.82,21.74,0,化学制剂,18.65,18.68,67,0,0,18.65,18.65,18.65,18.65,41.34,0.42,北京,0,18.65,34,33
688657,浩辰软件,          6.64亿,--  ,--  ,70.09,0,0,1.11,10.03,--  ,行业应用软件,69.8,70.09,0,--  ,--  ,--  ,--  ,--  ,70.09,55.79,0,江苏,0,70.09,0,0
688636,智明达,         16.69亿,0,--  ,48.15,1.11,2,7.45,13.03,0,军工电子,48.15,48.3,2,0,0,48.15,48.15,48.15,48.15,44.08,0.04,四川,0,48.15,1,1
688633,星球石墨,          8.82亿,0,--  ,25.55,7.92,31,12.41,15.4,0,能源及重型设备,25.55,25.92,31,0,0.01,25.55,25.55,25.55,25.55,17.51,0.98,江苏,0,25.55,16,15
688622,禾信仪器,          4.76亿,0,--  ,22.59,6.33,28,8.66,14.55,0,仪器仪表,22.59,22.75,28,0,0.01,22.59,22.59,22.59,22.59,--  ,0.65,广东,0,22.59,14,14
688620,安凯微,          8.48亿,--  ,--  ,9.44,0,0,4.19,19.34,--  ,集成电路设计,9.41,9.44,0,--  ,--  ,--  ,--  ,--  ,9.44,201.92,0,广东,0,9.44,0,0
688619,罗普特,          9.03亿,0,--  ,10.09,17.61,175,11.37,18.85,0,安防设备,10.09,10.24,175,0,0.01,10.09,10.09,10.09,10.09,--  ,1.3,福建,0,10.09,88,87
688613,奥精医疗,         14.77亿,0,--  ,16.56,6.38,39,8.24,5.95,0,医疗耗材,16.56,16.58,39,0,0,16.56,16.56,16.56,16.56,30.66,0.65,北京,0,16.56,20,19
688612,威迈斯,         12.90亿,--  ,--  ,38.3,0,0,4.79,27.45,--  ,汽车电子电气系统,38.34,38.5,0,--  ,--  ,--  ,--  ,--  ,38.3,41.98,0,深圳,0,38.3,0,0
688607,康众医疗,          7.55亿,0,--  ,15.78,19.06,121,19.18,23.47,0,医疗设备,15.72,15.78,121,0,0.01,15.78,15.78,15.78,15.78,316.27,1.93,江苏,0,15.78,61,60
688602,康鹏科技,          8.08亿,0,--  ,8.86,8.42,95,8.18,10.34,0,其他化学制品,8.86,8.87,95,0,0.01,8.86,8.86,8.86,8.86,31.12,0.5,上海,0,8.86,48,47
688600,皖仪科技,         14.20亿,--  ,--  ,19.71,0,0,5.12,42.31,--  ,仪器仪表,19.52,19.97,0,--  ,--  ,--  ,--  ,--  ,19.71,110.1,0,安徽,0,19.71,0,0
688591,泰凌微,         12.88亿,0,--  ,23.2,25.32,109,6.57,20.83,0,集成电路设计,23.18,23.2,109,0,0.02,23.2,23.2,23.2,23.2,111.11,0.83,上海,0,23.2,55,54
688577,浙海德曼,         14.32亿,0,--  ,73,18.74,26,0.83,12.32,0,机床制造,72.81,73,26,0,0,73,73,73,73,124.18,1.06,浙江,0,73,13,13
688576,西山科技,         10.89亿,--  ,--  ,82.96,0,0,0.16,4,--  ,医疗设备,82.28,82.9,0,--  ,--  ,--  ,--  ,--  ,82.96,50.86,0,重庆,0,82.96,0,0
688563,航材股份,         41.65亿,--  ,--  ,56.85,0,0,-3.51,13.07,--  ,航空装备,56.5,56.85,0,--  ,--  ,--  ,--  ,--  ,56.85,38.15,0,北京,0,56.85,0,0
688551,科威尔,         16.33亿,--  ,--  ,52.04,0,0,-6.39,5.99,--  ,其他发电设备,52.04,52.7,0,--  ,--  ,--  ,--  ,--  ,52.04,43.42,0,安徽,0,52.04,0,0
688549,中巨芯-U,         20.20亿,0,--  ,7.17,50.56,705,2.43,8.8,0,其他电子,7.16,7.17,705,0,0.03,7.17,7.17,7.17,7.17,281.36,1.62,浙江,0,7.17,353,352
688548,广钢气体,         28.32亿,0,--  ,10.8,95.14,881,2.37,2.27,0,半导体材料,10.77,10.8,881,0,0.03,10.8,10.8,10.8,10.8,47.11,3.45,广东,0,10.8,441,440
688539,高华科技,         12.36亿,0,--  ,40.12,3.36,8,5.77,16.97,0,工业控制设备,40.12,40.2,8,0,0,40.12,40.12,40.12,40.12,65.86,0.29,江苏,0,40.12,4,4
688531,日联科技,         14.02亿,0,--  ,75.6,8.4,11,2.61,9.57,0,其他专用设备,74.8,75.6,11,0,0.01,75.6,75.6,75.6,75.6,55.76,0.48,江苏,0,75.6,6,5
688512,慧智微-U,          7.03亿,0,--  ,13.23,1.32,10,5.84,18.02,0,集成电路设计,13.23,13.26,10,0,0,13.23,13.23,13.23,13.23,--  ,0.1,广东,0,13.23,5,5
688509,正元地信,         13.70亿,0,--  ,4.07,70.72,1738,14.33,21.49,0,行业应用软件,4.02,4.07,1738,0,0.05,4.07,4.07,4.07,4.07,--  ,3.92,北京,0,4.07,869,869
688506,百利天恒-U,         78.32亿,--  ,--  ,138.86,0,0,16.59,19.39,--  ,化学制剂,136.6,138,0,--  ,--  ,--  ,--  ,--  ,138.86,--  ,0,四川,0,138.86,0,0
688501,青达环保,         11.88亿,0,--  ,16.22,0.97,6,6.85,20.42,0,环保设备,15.95,16.22,6,0,0,16.22,16.22,16.22,16.22,72.63,0.06,山东,0,16.22,3,3
688478,晶升股份,         10.94亿,0,--  ,35.53,26.11,74,2.75,8.29,0,半导体设备,35.53,35.55,74,0,0.02,35.53,35.53,35.53,35.53,84.95,0.96,江苏,0,35.53,37,37
688469,芯联集成-U,         54.87亿,0,--  ,4.97,73.7,1483,1.02,-7.45,0,半导体制造,4.96,4.97,1483,0,0.01,4.97,4.97,4.97,4.97,--  ,2.61,浙江,0,4.97,742,741
688426,康为世纪,          8.20亿,--  ,--  ,22.17,0,0,-0.58,15.65,--  ,诊断试剂,21.51,22.25,0,--  ,--  ,--  ,--  ,--  ,22.17,--  ,0,江苏,0,22.17,0,0
688418,震有科技,         27.21亿,0,--  ,20.52,121,590,17.59,60.19,0,其他通信设备,20.5,20.52,590,0,0.03,20.52,20.52,20.52,20.52,--  ,0.88,深圳,0,20.52,295,295
688416,恒烁股份,         14.70亿,0,--  ,43.49,30.01,69,9.85,17.07,0,集成电路设计,43.49,43.5,69,0,0.02,43.49,43.49,43.49,43.49,--  ,0.67,安徽,0,43.49,35,34
688392,骄成超声,         24.73亿,0,--  ,57.13,17.6,31,8.2,8.94,0,其他专用设备,56.54,57.13,31,0,0.01,57.13,57.13,57.13,57.13,64.87,0.66,上海,0,57.13,16,15
688391,钜泉科技,         19.94亿,0,--  ,46.5,6.89,15,15.79,34.47,0,集成电路设计,46.5,46.77,15,0,0,46.5,46.5,46.5,46.5,24.64,0.39,上海,0,46.5,8,7
688389,普门科技,         50.70亿,0,--  ,19.33,9.26,48,2.87,8.11,0,体外诊断,19.33,19.4,48,0,0,19.33,19.33,19.33,19.33,30.29,0.47,深圳,0,19.33,24,24
688377,迪威尔,         21.29亿,0,--  ,18.07,1.08,6,4.57,-3.27,0,能源及重型设备,18.01,18.07,6,0,0,18.07,18.07,18.07,18.07,21.24,0.07,江苏,0,18.07,3,3
688376,美埃科技,         16.50亿,--  ,--  ,33.17,0,0,-5.23,-0.75,--  ,环保设备,33.17,33.28,0,--  ,--  ,--  ,--  ,--  ,33.17,25.92,0,江苏,0,33.17,0,0
688372,伟测科技,         30.40亿,--  ,--  ,59.37,0,0,1.99,17.82,--  ,半导体封测,59.37,59.5,0,--  ,--  ,--  ,--  ,--  ,59.37,56.32,0,上海,0,59.37,0,0
688360,德马科技,         10.56亿,0,--  ,17.88,5.01,28,6.62,18.88,0,其他专用设备,17.88,17.92,28,0,0,17.88,17.88,17.88,17.88,24.82,0.6,浙江,0,17.88,14,14
688357,建龙微纳,         19.72亿,0,--  ,40,19.2,48,0.98,-3.64,0,非金属材料,39.99,40,48,0,0.01,40,40,40,40,18.39,1.25,河南,0,40,24,24
688353,华盛锂电,         15.44亿,--  ,--  ,25.19,0,0,0.72,0.8,--  ,电池化学品,25.2,25.25,0,--  ,--  ,--  ,--  ,--  ,25.19,117.5,0,江苏,0,25.19,0,0
688338,赛科希德,         15.06亿,0,--  ,26.25,6.65,25,7.71,4.87,0,诊断试剂,26.25,26.31,25,0,0,26.25,26.25,26.25,26.25,23.79,1.21,北京,0,26.25,13,12
688337,普源精电,         23.16亿,0,--  ,38.8,6.21,16,8.14,6.3,0,仪器仪表,38.8,39.2,16,0,0,38.8,38.8,38.8,38.8,79.15,0.18,江苏,0,38.8,8,8
688334,西高院,         12.69亿,0,--  ,16.18,85.43,528,6.66,9.4,0,检测服务,16.1,16.18,528,0,0.07,16.18,16.18,16.18,16.18,30.97,5.72,陕西,0,16.18,264,264
688328,深科达,         13.23亿,0,--  ,21.5,58.52,272,10.26,13.28,0,其他专用设备,21.4,21.5,272,0,0.03,21.5,21.5,21.5,21.5,--  ,0.95,深圳,0,21.5,136,136
688323,瑞华泰,         14.27亿,0,--  ,14.6,2.77,19,15.05,13.71,0,塑料薄膜,14.55,14.6,19,0,0,14.6,14.6,14.6,14.6,--  ,0.15,深圳,0,14.6,10,9
688319,欧林生物,         25.09亿,--  ,--  ,10.61,0,0,1.73,10.29,--  ,疫苗,10.59,10.6,0,--  ,--  ,--  ,--  ,--  ,10.61,106.72,0,四川,0,10.61,0,0
688312,燕麦科技,         11.69亿,--  ,--  ,16.82,0,0,2.5,21.09,--  ,其他专用设备,16.67,16.82,0,--  ,--  ,--  ,--  ,--  ,16.82,40.46,0,深圳,0,16.82,0,0
688309,恒誉环保,          5.59亿,0,--  ,16.93,6.09,36,15.48,32.27,0,环保设备,16.93,16.99,36,0,0,16.93,16.93,16.93,16.93,83.76,1.77,山东,0,16.93,18,18
688298,东方生物,         32.61亿,0,--  ,31.45,124.91,397,0.22,-1.75,0,诊断试剂,31.45,31.46,397,0,0.02,31.45,31.45,31.45,31.45,--  ,5.53,浙江,0,31.45,199,198
688282,理工导航,          8.25亿,0,--  ,27.02,17.41,64,21.44,36.6,0,军工电子,27,27.02,64,0,0.02,27.02,27.02,27.02,27.02,397.72,0.58,北京,0,27.02,32,32
688281,华秦科技,         46.11亿,--  ,--  ,131.98,0,0,11.81,17,--  ,航空装备,132.99,133.9,0,--  ,--  ,--  ,--  ,--  ,131.98,50.89,0,陕西,0,131.98,0,0
688279,峰岹科技,         41.87亿,--  ,--  ,105.98,0,0,0.95,14.7,--  ,集成电路设计,105.88,105.97,0,--  ,--  ,--  ,--  ,--  ,105.98,59.2,0,深圳,0,105.98,0,0
688272,*ST富吉,          3.07亿,--  ,--  ,15.25,0,0,1.06,16.32,--  ,军工电子,15.22,15.3,0,--  ,--  ,--  ,--  ,--  ,15.25,--  ,0,北京,0,15.25,0,0
688265,南模生物,          7.13亿,--  ,--  ,28.74,0,0,3.42,12.22,--  ,医疗研发外包,28.6,28.74,0,--  ,--  ,--  ,--  ,--  ,28.74,--  ,0,上海,0,28.74,0,0
688257,新锐股份,         21.73亿,0,--  ,22.74,1.82,8,6.21,4.89,0,金属制品,22.74,22.8,8,0,0,22.74,22.74,22.74,22.74,17.41,0.19,江苏,0,22.74,4,4
688255,凯尔达,         12.84亿,0,--  ,23.26,5.35,23,25.19,43.31,0,机器人,23.06,23.26,23,0,0,23.26,23.26,23.26,23.26,116.98,0.25,浙江,0,23.26,12,11
688247,宣泰医药,          6.65亿,0,--  ,8.88,3.73,42,6.47,11.42,0,化学制剂,8.88,8.9,42,0,0,8.88,8.88,8.88,8.88,68.51,0.37,上海,0,8.88,21,21
688236,春立医疗,         11.65亿,--  ,--  ,19.95,0,0,-2.35,-5.45,--  ,医疗耗材,19.95,20,0,--  ,--  ,--  ,--  ,--  ,19.95,31.77,0,北京,0,19.95,0,0
688229,博睿数据,          6.98亿,--  ,--  ,33.13,0,0,3.99,17.19,--  ,行业应用软件,33.63,33.75,0,--  ,--  ,--  ,--  ,--  ,33.13,--  ,0,北京,0,33.13,0,0
688217,睿昂基因,          8.64亿,--  ,--  ,27.6,0,0,4.51,12.15,--  ,诊断试剂,27.35,27.6,0,--  ,--  ,--  ,--  ,--  ,27.6,61.41,0,上海,0,27.6,0,0
688215,瑞晟智能,          4.54亿,--  ,--  ,28.5,0,0,9.7,26.95,--  ,其他专用设备,28.75,28.8,0,--  ,--  ,--  ,--  ,--  ,28.5,112.9,0,浙江,0,28.5,0,0
688212,澳华内镜,         54.66亿,--  ,--  ,64.6,0,0,4.18,15.44,--  ,医疗设备,63.82,64.2,0,--  ,--  ,--  ,--  ,--  ,64.6,143.71,0,上海,0,64.6,0,0
688211,中科微至,         17.22亿,--  ,--  ,33.02,0,0,0.92,10.25,--  ,其他专用设备,33.05,33.2,0,--  ,--  ,--  ,--  ,--  ,33.02,--  ,0,江苏,0,33.02,0,0
688199,久日新材,         16.24亿,--  ,--  ,19.68,0,0,3.63,15.76,--  ,塑料助剂,19.5,19.72,0,--  ,--  ,--  ,--  ,--  ,19.68,--  ,0,天津,0,19.68,0,0
688198,佰仁医疗,         43.62亿,--  ,--  ,121.81,0,0,-2.94,-2.01,--  ,医疗耗材,121.19,121.81,0,--  ,--  ,--  ,--  ,--  ,121.81,177.37,0,北京,0,121.81,0,0
688196,卓越新能,          8.22亿,0,--  ,27.4,2.74,10,2.51,1.18,0,固废治理,27.4,27.52,10,0,0,27.4,27.4,27.4,27.4,16.11,0.33,福建,0,27.4,5,5
688193,仁度生物,          5.96亿,--  ,--  ,33.86,0,0,10.47,20.93,--  ,诊断试剂,33.52,33.71,0,--  ,--  ,--  ,--  ,--  ,33.86,--  ,0,上海,0,33.86,0,0
688172,燕东微,         31.10亿,0,--  ,16.51,5.81,35,4.76,14.34,0,功率半导体,16.51,16.55,35,0,0,16.51,16.51,16.51,16.51,42.68,0.26,北京,0,16.51,18,17
688162,巨一科技,          9.66亿,--  ,--  ,22.87,0,0,3.25,15.74,--  ,其他专用设备,22.6,22.88,0,--  ,--  ,--  ,--  ,--  ,22.87,--  ,0,安徽,0,22.87,0,0
688157,松井股份,         23.43亿,0,--  ,40.5,0.81,2,6.05,9.28,0,涂料油墨,40.5,40.59,2,0,0,40.5,40.5,40.5,40.5,63.32,0.08,湖南,0,40.5,1,1
688155,先惠技术,         16.08亿,0,--  ,63.46,1.9,3,9.13,15.3,0,其他专用设备,63.11,63.46,3,0,0,63.46,63.46,63.46,63.46,141.56,0.08,上海,0,63.46,2,1
688153,唯捷创芯,         45.29亿,0,--  ,57.42,25.95,45,1.94,-1.59,0,集成电路设计,57.42,57.46,45,0,0,57.42,57.42,57.42,57.42,--  ,0.66,天津,0,57.42,23,22
688152,麒麟信安,         13.28亿,0,--  ,51.73,22.15,43,7.37,21.55,0,基础软件,51.73,51.79,43,0,0.01,51.73,51.73,51.73,51.73,--  ,0.64,湖南,0,51.73,22,21
688136,科兴制药,         10.81亿,0,--  ,16.47,3.46,21,14.77,17.48,0,基因药物,16.26,16.47,21,0,0,16.47,16.47,16.47,16.47,--  ,0.16,山东,0,16.47,11,10
688130,晶华微,          5.10亿,0,--  ,31.51,6.93,22,4.06,2.54,0,集成电路设计,31.51,31.72,22,0,0.01,31.51,31.51,31.51,31.51,352.35,1.45,浙江,0,31.51,11,11
688119,中钢洛耐,         14.88亿,0,--  ,4.22,0.54,13,7.11,5.5,0,耐火材料,4.2,4.22,13,0,0,4.22,4.22,4.22,4.22,44.32,0.06,河南,0,4.22,7,6
688113,联测科技,         12.06亿,0,--  ,36.16,7.59,21,9.88,19.1,0,其他专用设备,36.16,36.56,21,0,0.01,36.16,36.16,36.16,36.16,27.68,1.18,江苏,0,36.16,11,10
688103,国力股份,         21.26亿,--  ,--  ,34.17,0,0,-1.16,-0.06,--  ,配电设备,34.2,34.47,0,--  ,--  ,--  ,--  ,--  ,34.17,47.28,0,江苏,0,34.17,0,0
688100,威胜信息,         46.86亿,0,--  ,37.6,20.86,55,11.9,27.54,0,通信终端及配件,37.53,37.6,55,0,0,37.6,37.6,37.6,37.6,35.79,0.38,湖南,0,37.6,28,27
688098,申联生物,         12.96亿,0,--  ,5.71,0.8,14,7.13,13.29,0,动物保健,5.68,5.71,14,0,0,5.71,5.71,5.71,5.71,47.37,0.13,上海,0,5.71,7,7
688095,福昕软件,         35.47亿,0,--  ,64.4,23.16,36,6.92,35.81,0,基础软件,64.4,64.66,36,0,0,64.4,64.4,64.4,64.4,--  ,0.24,福建,0,64.4,18,18
688088,虹软科技,         80.56亿,0,--  ,36.92,130.09,352,11.37,26.4,0,新兴软件,36.92,36.93,352,0,0.01,36.92,36.92,36.92,36.92,137.67,0.76,浙江,0,36.92,176,176
688087,英科再生,         26.26亿,0,--  ,25.65,1.03,4,10.37,18.09,0,固废治理,25.4,25.65,4,0,0,25.65,25.65,25.65,25.65,23.19,0.09,山东,0,25.65,2,2
688085,三友医疗,         17.49亿,0,--  ,16.61,0.35,2,3.68,6.61,0,医疗耗材,16.51,16.61,2,0,0,16.61,16.61,16.61,16.61,46.69,0.04,上海,0,16.61,1,1
