代码,名称,涨幅%,流通市值Z,10日涨幅%,20日涨幅%,细分行业,开盘%,现价,涨跌,封单额,总金额,买价,卖价,总量,现量,涨速%,换手%,今开,最高,最低,昨收,市盈(动),量比,地区,振幅%,均价,内盘
300377,赢时胜,-0.31,         35.13亿,-10.91,-17.6,行业应用软件,-0.31,6.37,-0.02,--  ,17.2,6.37,6.39,270,270,0,0,6.37,6.37,6.37,6.39,410.05,0.52,深圳,0,6.37,135
688768,容知日新,-0.31,         12.60亿,-14.57,-25.06,仪器仪表,-0.31,25.46,-0.08,--  ,8.64,25.46,25.7,34,34,0,0.01,25.46,25.46,25.46,25.54,--  ,0.46,安徽,0,25.46,17
300163,先锋新材,-0.31,         12.41亿,-13.35,-18.25,其他家居,-0.31,3.18,-0.01,--  ,6.9,3.17,3.2,217,217,0,0.01,3.18,3.18,3.18,3.19,--  ,0.47,浙江,0,3.18,109
600418,江淮汽车,-0.31,        198.90亿,-7.92,-17.23,商用载货车,-0.31,12.68,-0.04,--  ,411.47,12.68,12.69,3245,3245,0,0.01,12.68,12.68,12.68,12.72,112.92,1.65,安徽,0,12.68,1623
000692,*ST惠天,-0.31,         11.83亿,-2.46,-2.76,热力服务,-0.31,3.17,-0.01,--  ,70.03,3.16,3.17,2209,2209,0,0.04,3.17,3.17,3.17,3.18,--  ,13.3,辽宁,0,3.17,1105
601019,山东出版,-0.31,         40.60亿,5.32,-1.66,教育出版,-0.31,9.5,-0.03,--  ,17.29,9.5,9.53,182,182,0,0,9.5,9.5,9.5,9.53,11.86,0.25,山东,0,9.5,91
603730,岱美股份,-0.31,         31.88亿,-3.44,-8.19,车身附件及饰件,-0.31,12.66,-0.04,--  ,1.39,12.66,12.7,11,11,0,0,12.66,12.66,12.66,12.7,22.39,0.09,上海,0,12.66,6
688378,奥来德,-0.32,         29.91亿,-16.47,-31.18,其他专用设备,-0.32,31.59,-0.1,--  ,3.12,31.2,31.59,10,10,0,0,31.59,31.59,31.59,31.69,36.04,0.13,吉林,0,31.59,5
301498,乖宝宠物,-0.32,         14.24亿,-10.67,-6.61,宠物食品,-0.32,37.9,-0.12,--  ,36.38,37.9,38.38,96,96,0,0.03,37.9,37.9,37.9,38.02,36.17,1.54,山东,0,37.9,48
688739,成大生物,-0.32,         52.50亿,-7.79,-12.77,疫苗,-0.32,28.29,-0.09,--  ,4.8,28.13,28.29,17,17,0,0,28.29,28.29,28.29,28.38,19.06,0.32,辽宁,0,28.29,9
300148,天舟文化,-0.32,         22.06亿,-7.91,-17.8,游戏,-0.32,3.14,-0.01,--  ,21.79,3.13,3.14,694,694,0,0.01,3.14,3.14,3.14,3.15,--  ,0.51,湖南,0,3.14,347
002032,苏 泊 尔,-0.32,         68.86亿,-3.74,-4.15,厨房小家电,-0.32,50.24,-0.16,--  ,48.73,50.2,50.24,97,97,0,0,50.24,50.24,50.24,50.4,22.31,1.31,浙江,0,50.24,49
605566,福莱蒽特,-0.32,          8.95亿,-14.79,-21.93,纺织化学品,-0.32,18.83,-0.06,--  ,3.58,18.75,18.88,19,19,0,0,18.83,18.83,18.83,18.89,38.34,0.3,浙江,0,18.83,10
603876,鼎胜新材,-0.32,         41.12亿,-13.21,-19.8,铝,-0.32,9.4,-0.03,--  ,29.52,9.39,9.4,314,314,0,0,9.4,9.4,9.4,9.43,13.4,0.75,江苏,0,9.4,157
603105,芯能科技,-0.32,         29.56亿,-13.61,-17.61,光伏发电,-0.32,9.4,-0.03,--  ,9.4,9.37,9.4,100,100,0,0,9.4,9.4,9.4,9.43,18.98,0.43,浙江,0,9.4,50
301550,斯菱股份,-0.32,          8.99亿,-13.88,-26.85,轮胎轮毂,-0.32,34.45,-0.11,--  ,4.13,34.45,34.98,12,12,0,0,34.45,34.45,34.45,34.56,26.61,0.2,浙江,0,34.45,6
300059,东方财富,-0.32,       1516.01亿,0.73,-8.68,证券,-0.32,12.52,-0.04,--  ,462.86,12.51,12.52,3697,3697,0,0,12.52,12.52,12.52,12.56,23.98,0.36,上海,0,12.52,1849
000027,深圳能源,-0.32,         77.61亿,0.64,-0.48,火力发电,-0.32,6.28,-0.02,--  ,0,6.26,6.26,0,0,--  ,--  ,--  ,--  ,--  ,6.28,7.4,0.52,深圳,0,6.28,0
301191,菲菱科思,-0.32,         16.03亿,-10.64,-18.2,网络接配及塔设,-0.32,71.85,-0.23,--  ,22.27,71.71,71.85,31,31,0,0.01,71.85,71.85,71.85,72.08,30.76,0.38,深圳,0,71.85,16
002773,康弘药业,-0.32,         50.17亿,-9.19,-16.03,化学制剂,-0.32,15.61,-0.05,--  ,9.37,15.6,15.61,60,60,0,0,15.61,15.61,15.61,15.66,13.04,0.3,四川,0,15.61,30
002303,美盈森,-0.32,         23.68亿,-7.7,-12.6,纸包装,-0.32,3.12,-0.01,--  ,11.11,3.11,3.12,356,356,0,0,3.12,3.12,3.12,3.13,22.15,0.51,深圳,0,3.12,178
603078,江化微,-0.32,         26.55亿,-11.81,-21.42,半导体材料,-0.32,12.47,-0.04,--  ,10.6,12.45,12.47,85,85,0,0,12.47,12.47,12.47,12.51,36.61,0.39,江苏,0,12.47,43
600916,中国黄金,-0.32,         67.82亿,-0.53,-5.07,钟表珠宝,-0.32,9.35,-0.03,--  ,138.47,9.35,9.36,1481,1481,0,0.02,9.35,9.35,9.35,9.38,15.9,2.53,北京,0,9.35,741
603737,三棵树,-0.32,         64.93亿,-10.24,-17.22,涂料,-0.32,37.35,-0.12,--  ,39.22,37.2,37.37,105,105,0,0,37.35,37.35,37.35,37.47,26.62,0.57,福建,0,37.35,53
603131,上海沪工,-0.32,         18.73亿,-16.3,-13.92,其他通用设备,-0.32,12.43,-0.04,--  ,39.65,12.4,12.43,319,319,0,0.01,12.43,12.43,12.43,12.47,67.16,0.36,上海,0,12.43,160
002818,富森美,-0.32,         18.44亿,-3.19,-2.89,商业物业经营,-0.32,12.42,-0.04,--  ,11.3,12.42,12.44,91,91,0,0,12.42,12.42,12.42,12.46,11.31,0.88,四川,0,12.42,46
688561,奇安信-U,-0.32,         80.14亿,-8.63,-19.23,基础软件,-0.32,31,-0.1,--  ,28.62,31,31.1,92,92,0,0,31,31,31,31.1,--  ,0.81,北京,0,31,46
300278,华昌达,-0.32,         24.51亿,-10.15,-18.42,工业控制设备,-0.32,3.1,-0.01,--  ,12.31,3.1,3.11,397,397,0,0,3.1,3.1,3.1,3.11,48.15,0.64,湖北,0,3.1,199
002127,南极电商,-0.32,         53.25亿,-4.91,-23.46,综合电商,-0.32,3.1,-0.01,--  ,13.36,3.09,3.1,431,431,0,0,3.1,3.1,3.1,3.11,68.54,0.29,江苏,0,3.1,216
002142,宁波银行,-0.32,        732.22亿,8.82,10.77,城商行,-0.32,21.6,-0.07,--  ,134.78,21.6,21.61,624,624,0,0,21.6,21.6,21.6,21.67,5.53,0.2,浙江,0,21.6,312
600988,赤峰黄金,-0.32,        175.05亿,-8.14,-15.17,黄金,-0.32,12.31,-0.04,--  ,60.57,12.3,12.31,492,492,0,0,12.31,12.31,12.31,12.35,29.55,0.48,内蒙,0,12.31,246
603755,日辰股份,-0.32,          7.72亿,-15.47,-18.85,调味品,-0.32,21.52,-0.07,--  ,9.47,21.52,21.55,44,44,0,0,21.52,21.52,21.52,21.59,38.27,1,山东,0,21.52,22
300391,长药控股,-0.32,         16.99亿,-14.94,-21.65,中药,-0.32,6.15,-0.02,--  ,7.13,6.08,6.15,116,116,0,0,6.15,6.15,6.15,6.17,--  ,0.51,湖北,0,6.15,58
601601,中国太保,-0.32,        844.55亿,10.93,1.74,保险,-0.32,24.56,-0.08,--  ,441.59,24.56,24.57,1798,1798,0,0,24.56,24.56,24.56,24.64,7.66,0.85,上海,0,24.56,899
600844,丹化科技,-0.32,         18.02亿,-13.52,-9.44,煤化工,-0.32,3.07,-0.01,--  ,11.54,3.07,3.08,376,376,0,0,3.07,3.07,3.07,3.08,--  ,0.32,江苏,0,3.07,188
600548,深高速,-0.32,         33.80亿,-0.86,-0.54,高速公路,-0.32,9.21,-0.03,--  ,14.74,9.21,9.23,160,160,0,0,9.21,9.21,9.21,9.24,9.79,0.75,深圳,0,9.21,80
300292,吴通控股,-0.32,         32.03亿,-9.44,-17.92,电信增值服务,-0.32,3.07,-0.01,--  ,0.55,3.07,3.08,18,18,0,0,3.07,3.07,3.07,3.08,53.31,0.02,江苏,0,3.07,9
600897,厦门空港,-0.33,         16.36亿,-4.22,-3.92,机场,-0.33,12.26,-0.04,--  ,27.22,12.23,12.26,222,222,0,0.01,12.26,12.26,12.26,12.3,14.3,0.62,福建,0,12.26,111
600941,中国移动,-0.33,        738.79亿,5.2,3.03,电信运营服务,-0.33,100.87,-0.33,--  ,450.89,100.82,100.9,447,447,0,0.01,100.87,100.87,100.87,101.2,15.34,0.94,北京,0,100.87,224
301396,宏景科技,-0.33,          9.99亿,-11.61,-31,行业应用软件,-0.33,21.39,-0.07,--  ,7.91,21.28,21.39,37,37,0,0.01,21.39,21.39,21.39,21.46,415.76,0.33,广东,0,21.39,19
003033,征和工业,-0.33,          6.53亿,-16,-21.16,其他汽车零部件,-0.33,27.5,-0.09,--  ,1.1,27.27,27.5,4,4,0,0,27.5,27.5,27.5,27.59,18.1,0.13,山东,0,27.5,2
603186,华正新材,-0.33,         20.50亿,-17.13,-25.54,PCB,-0.33,24.42,-0.08,--  ,8.06,24.41,24.49,33,33,0,0,24.42,24.42,24.42,24.5,--  ,0.26,浙江,0,24.42,17
300316,晶盛机电,-0.33,        198.66亿,-12.53,-21.42,光伏加工设备,-0.33,33.53,-0.11,--  ,162.62,33.53,33.55,485,485,0,0,33.53,33.53,33.53,33.64,9.37,0.75,浙江,0,33.53,243
601975,招商南油,-0.33,        106.26亿,-2.56,2.35,航运,-0.33,3.04,-0.01,--  ,42.26,3.04,3.05,1390,1390,0,0,3.04,3.04,3.04,3.05,9.2,0.43,江苏,0,3.04,695
002677,浙江美大,-0.33,         21.42亿,-10.07,-10.51,厨房电器,-0.33,9.11,-0.03,--  ,1.46,9.11,9.13,16,16,0,0,9.11,9.11,9.11,9.14,12.15,0.12,浙江,0,9.11,8
000893,亚钾国际,-0.33,        108.23亿,-7.21,-15.27,钾肥,-0.33,21.25,-0.07,--  ,27.2,21.23,21.25,128,128,0,0,21.25,21.25,21.25,21.32,14.89,0.56,广东,0,21.25,64
002454,松芝股份,-0.33,         21.29亿,-12.3,-17.89,汽车电子电气系统,-0.33,6.06,-0.02,--  ,11.7,6.02,6.06,193,193,0,0,6.06,6.06,6.06,6.08,26.63,0.59,上海,0,6.06,97
002228,合兴包装,-0.33,         19.18亿,-10.36,-13.43,纸包装,-0.33,3.03,-0.01,--  ,9.88,3.03,3.04,326,326,0,0,3.03,3.03,3.03,3.04,23.49,0.61,福建,0,3.03,163
605018,长华集团,-0.33,          8.57亿,-11.24,-17.6,其他汽车零部件,-0.33,9.08,-0.03,--  ,1.73,9.02,9.08,19,19,0,0,9.08,9.08,9.08,9.11,56.26,0.14,浙江,0,9.08,10
300146,汤臣倍健,-0.33,        143.98亿,-5.5,-10.27,保健品,-0.33,15.12,-0.05,--  ,18.45,15.11,15.12,122,122,0,0,15.12,15.12,15.12,15.17,10.14,0.39,广东,0,15.12,61
002809,红墙股份,-0.33,          9.04亿,-15.79,-18.51,水泥制品,-0.33,9.07,-0.03,--  ,20.23,9.07,9.1,223,223,0,0.02,9.07,9.07,9.07,9.1,21.72,1.37,广东,0,9.07,112
600433,冠豪高新,-0.33,         30.33亿,-6.21,-13.47,特种纸,-0.33,3.02,-0.01,--  ,7.07,3.01,3.02,234,234,0,0,3.02,3.02,3.02,3.03,--  ,0.54,广东,0,3.02,117
605055,迎丰股份,-0.33,          5.97亿,-14.46,-17.06,印染,-0.33,6.03,-0.02,--  ,2.11,6.03,6.05,35,35,0,0,6.03,6.03,6.03,6.05,77.14,0.2,浙江,0,6.03,18
689009,九号公司-WD,-0.33,        115.65亿,-7.96,-16.16,其他交通设备,-0.33,24.08,-0.08,--  ,36.6,24.06,24.08,152,152,0,0,24.08,24.08,24.08,24.16,34.46,0.69,北京,0,24.08,76
300795,米奥会展,-0.33,         22.41亿,-6.7,-12.1,会展服务,-0.33,33.12,-0.11,--  ,9.27,33.12,33.13,28,28,0,0,33.12,33.12,33.12,33.23,46.49,0.51,浙江,0,33.12,14
300434,金石亚药,-0.33,         17.65亿,-9.8,-18.74,化学制剂,-0.33,9.02,-0.03,--  ,6.22,9.02,9.06,69,69,0,0,9.02,9.02,9.02,9.05,19.58,0.45,四川,0,9.02,35
300354,东华测试,-0.33,         22.75亿,-17.81,-23.86,仪器仪表,-0.33,36.09,-0.12,--  ,12.63,35.9,36.1,35,35,0,0,36.09,36.09,36.09,36.21,45.47,0.39,江苏,0,36.09,18
002983,芯瑞达,-0.33,         12.59亿,-12.45,-20.6,LED,-0.33,24.05,-0.08,--  ,7.94,24.05,24.59,33,33,0,0,24.05,24.05,24.05,24.13,24.75,0.49,安徽,0,24.05,17
600360,华微电子,-0.33,         44.83亿,-9.76,-16.53,功率半导体,-0.33,6.01,-0.02,--  ,21.46,6.01,6.02,357,357,0,0,6.01,6.01,6.01,6.03,200.49,0.65,吉林,0,6.01,179
603529,爱玛科技,-0.33,         60.35亿,5.97,6.47,摩托车,-0.33,27,-0.09,--  ,549.99,26.93,27,2037,2037,0,0.09,27,27,27,27.09,11.21,9,天津,0,27,1019
601059,信达证券,-0.33,         48.65亿,-7.98,-14.72,证券,-0.33,15,-0.05,--  ,276.3,14.99,15,1842,1842,0,0.06,15,15,15,15.05,33.58,0.75,北京,0,15,921
002673,西部证券,-0.33,        142.89亿,-0.5,-5.22,证券,-0.33,6,-0.02,--  ,59.34,6,6.02,989,989,0,0,6,6,6,6.02,22.96,0.74,陕西,0,6,495
688707,振华新材,-0.33,         38.34亿,-17.73,-25.1,电池化学品,-0.33,14.98,-0.05,--  ,9.34,14.91,14.98,62,62,0,0,14.98,14.98,14.98,15.03,152.06,0.43,贵州,0,14.98,31
688334,西高院,-0.33,         11.75亿,-4.59,-12.65,检测服务,-0.33,14.98,-0.05,--  ,5.84,14.9,14.98,39,39,0,0,14.98,14.98,14.98,15.03,28.67,0.38,陕西,0,14.98,20
000568,泸州老窖,-0.33,       1076.19亿,-5.48,-13.23,白酒,-0.33,150,-0.5,--  ,0,149.5,149.5,0,0,--  ,--  ,--  ,--  ,--  ,150,15.67,0.97,四川,0,150,0
603042,华脉科技,-0.33,         14.76亿,-11.5,-20.36,网络接配及塔设,-0.33,11.93,-0.04,--  ,11.09,11.9,11.93,93,93,0,0.01,11.93,11.93,11.93,11.97,--  ,0.25,江苏,0,11.93,47
000650,仁和药业,-0.33,         59.45亿,-8.56,-11.14,中药,-0.33,5.98,-0.02,--  ,0,5.96,5.96,0,0,--  ,--  ,--  ,--  ,--  ,5.98,11.62,0.38,江西,0,5.98,0
001300,三柏硕,-0.33,          9.60亿,-12.36,-23.96,娱乐用品,-0.33,14.89,-0.05,--  ,34.54,14.88,14.89,232,232,0,0.04,14.89,14.89,14.89,14.94,224.91,0.99,山东,0,14.89,116
002054,德美化工,-0.34,         17.96亿,-10.39,-14.76,纺织化学品,-0.34,5.95,-0.02,--  ,12.08,5.95,5.97,203,203,0,0.01,5.95,5.95,5.95,5.97,59.2,1.55,广东,0,5.95,102
600968,海油发展,-0.34,         55.39亿,3.85,1.37,油田服务,-0.34,2.97,-0.01,--  ,23.7,2.96,2.97,798,798,0,0,2.97,2.97,2.97,2.98,10.55,0.36,北京,0,2.97,399
600664,哈药股份,-0.34,         39.95亿,-6.6,-13.41,化学制剂,-0.34,2.97,-0.01,--  ,3.36,2.97,2.98,113,113,0,0,2.97,2.97,2.97,2.98,19.33,0.09,黑龙江,0,2.97,57
002565,顺灏股份,-0.34,         22.35亿,-14.16,-13.91,纸包装,-0.34,2.97,-0.01,--  ,14.02,2.96,2.97,472,472,0,0,2.97,2.97,2.97,2.98,82.97,0.42,上海,0,2.97,236
688737,中自科技,-0.34,         16.34亿,-15.66,-17.06,大气治理,-0.34,26.7,-0.09,--  ,0.53,26.41,26.7,2,2,0,0,26.7,26.7,26.7,26.79,73.31,0.09,四川,0,26.7,1
600959,江苏有线,-0.34,         77.68亿,0.34,-5.73,广播电视,-0.34,2.96,-0.01,--  ,28.3,2.96,2.97,956,956,0,0,2.96,2.96,2.96,2.97,42.27,0.6,江苏,0,2.96,478
600477,杭萧钢构,-0.34,         42.90亿,-6.63,-9.75,钢结构,-0.34,2.96,-0.01,--  ,8.17,2.96,2.97,276,276,0,0,2.96,2.96,2.96,2.97,21.19,0.42,浙江,0,2.96,138
300816,艾可蓝,-0.34,          7.65亿,-16.29,-17.13,大气治理,-0.34,20.71,-0.07,--  ,3.52,20.64,20.71,17,17,0,0,20.71,20.71,20.71,20.78,77.51,0.31,安徽,0,20.71,9
603817,海峡环保,-0.34,         15.23亿,-9.67,-10.89,水治理,-0.34,5.89,-0.02,--  ,0.88,5.87,5.91,15,15,0,0,5.89,5.89,5.89,5.91,17.22,0.04,福建,0,5.89,8
603116,红蜻蜓,-0.34,         14.14亿,-8.68,-7.1,鞋帽及其他,-0.34,5.89,-0.02,--  ,13.72,5.88,5.89,233,233,0,0,5.89,5.89,5.89,5.91,53.06,0.32,浙江,0,5.89,117
300475,香农芯创,-0.34,         64.43亿,-13.93,-17.98,其他电子,-0.34,26.51,-0.09,--  ,122.48,26.5,26.51,462,462,0,0.01,26.51,26.51,26.51,26.6,41.97,0.98,安徽,0,26.51,231
002434,万里扬,-0.34,         32.41亿,-12.11,-18.56,底盘与发动机系统,-0.34,5.88,-0.02,--  ,14.23,5.88,5.95,242,242,0,0,5.88,5.88,5.88,5.9,18.01,0.51,浙江,0,5.88,121
301062,上海艾录,-0.34,         21.08亿,-11.63,-18.5,纸包装,-0.34,8.81,-0.03,--  ,1.41,8.76,8.81,16,16,0,0,8.81,8.81,8.81,8.84,51.23,0.05,上海,0,8.81,8
300968,格林精密,-0.34,         15.24亿,-23.74,-25.05,消费电子组件,-0.34,8.8,-0.03,--  ,71.81,8.76,8.8,816,816,0,0.05,8.8,8.8,8.8,8.83,64.8,1.08,广东,0,8.8,408
688301,奕瑞科技,-0.34,        117.39亿,-19.81,-27.42,医疗设备,-0.34,216.49,-0.74,--  ,58.63,213.04,216.49,27,27,0,0,216.49,216.49,216.49,217.23,38.25,0.64,上海,0,216.49,14
600522,中天科技,-0.34,        308.74亿,0.17,-4.88,光纤光缆,-0.34,11.7,-0.04,--  ,91.14,11.69,11.7,779,779,0,0,11.7,11.7,11.7,11.74,11.26,0.43,江苏,0,11.7,390
001318,阳光乳业,-0.34,          9.01亿,-15.84,-21.23,乳制品,-0.34,11.69,-0.04,--  ,11.92,11.56,11.69,102,102,0,0.01,11.69,11.69,11.69,11.73,26.15,0.54,江西,0,11.69,51
600995,南网储能,-0.34,         64.91亿,-0.11,-10.8,水力发电,-0.34,8.76,-0.03,--  ,10.77,8.76,8.78,123,123,0,0,8.76,8.76,8.76,8.79,25.64,0.46,云南,0,8.76,62
601881,中国银河,-0.34,        242.86亿,4.38,-2.5,证券,-0.34,11.66,-0.04,--  ,454.86,11.65,11.66,3901,3901,0,0.01,11.66,11.66,11.66,11.7,14.48,0.93,北京,0,11.66,1951
300904,威力传动,-0.34,          8.50亿,-12.88,-20.77,风电整机,-0.34,49.5,-0.17,--  ,2.48,49.5,49.97,5,5,0,0,49.5,49.5,49.5,49.67,108.39,0.08,宁夏,0,49.5,3
600300,维维股份,-0.34,         29.46亿,-5.22,-8.21,软饮料,-0.34,2.91,-0.01,--  ,34.63,2.91,2.92,1190,1190,0,0.01,2.91,2.91,2.91,2.92,26.36,1.23,江苏,0,2.91,595
002925,盈趣科技,-0.34,         37.55亿,-12.19,-24.53,消费电子组件,-0.34,14.55,-0.05,--  ,24.01,14.55,14.58,165,165,0,0,14.55,14.55,14.55,14.6,25.54,0.93,福建,0,14.55,83
601200,上海环境,-0.34,         42.56亿,-1.25,-4.28,固废治理,-0.34,8.72,-0.03,--  ,20.58,8.72,8.75,236,236,0,0,8.72,8.72,8.72,8.75,15.52,0.61,上海,0,8.72,118
601028,玉龙股份,-0.34,         36.38亿,-12.38,-21.41,贸易,-0.34,8.7,-0.03,--  ,12.35,8.68,8.7,142,142,0,0,8.7,8.7,8.7,8.73,14,0.31,山东,0,8.7,71
600635,大众公用,-0.34,         51.32亿,-1.02,-3.97,燃气,-0.34,2.9,-0.01,--  ,29.93,2.89,2.9,1032,1032,0,0,2.9,2.9,2.9,2.91,23.51,1.24,上海,0,2.9,516
002718,友邦吊顶,-0.34,          5.43亿,-15.15,-15.7,其他建材,-0.34,14.5,-0.05,--  ,9.71,14.46,14.54,67,67,0,0.01,14.5,14.5,14.5,14.55,20.19,0.86,浙江,0,14.5,34
600582,天地科技,-0.34,         95.11亿,1.05,2.3,能源及重型设备,-0.34,5.79,-0.02,--  ,43.71,5.79,5.8,755,755,0,0,5.79,5.79,5.79,5.81,9.11,0.63,北京,0,5.79,378
600261,阳光照明,-0.34,         21.74亿,-6.47,-11.89,LED,-0.34,2.89,-0.01,--  ,9.28,2.88,2.89,321,321,0,0,2.89,2.89,2.89,2.9,20.77,0.52,浙江,0,2.89,161
600167,联美控股,-0.34,         40.42亿,1.4,-2.03,热力服务,-0.34,5.78,-0.02,--  ,4.22,5.76,5.78,73,73,0,0,5.78,5.78,5.78,5.8,15.19,0.26,辽宁,0,5.78,37
688225,亚信安全,-0.35,         24.26亿,-16.44,-19.1,行业应用软件,-0.35,14.44,-0.05,--  ,1.76,14.44,14.49,12,12,0,0,14.44,14.44,14.44,14.49,--  ,0.11,江苏,0,14.44,6
688553,汇宇制药-W,-0.35,         25.58亿,-14.55,-24.52,化学制剂,-0.35,11.51,-0.04,--  ,14.26,11.51,11.64,124,124,0,0,11.51,11.51,11.51,11.55,41.11,1.39,四川,0,11.51,62
600962,国投中鲁,-0.35,         16.72亿,3.42,-3.2,软饮料,-0.35,11.5,-0.04,--  ,36.8,11.4,11.5,320,320,0,0.01,11.5,11.5,11.5,11.54,61.27,0.8,北京,0,11.5,160
001368,通达创智,-0.35,          6.44亿,-13.76,-9.66,娱乐用品,-0.35,23,-0.08,--  ,271.4,22.82,23,1180,1180,0,0.42,23,23,23,23.08,24.26,4.66,福建,0,23,590
688600,皖仪科技,-0.35,         10.34亿,-18.05,-26.03,仪器仪表,-0.35,14.35,-0.05,--  ,3.01,14.2,14.35,21,21,0,0,14.35,14.35,14.35,14.4,80.16,0.28,安徽,0,14.35,11
688017,绿的谐波,-0.35,        108.92亿,-12.99,-23.66,机械基础件,-0.35,109.02,-0.38,--  ,17.44,109.02,109.4,16,16,0,0,109.02,109.02,109.02,109.4,190.23,0.16,江苏,0,109.02,8
300702,天宇股份,-0.35,         23.10亿,-8.07,-18.68,原料药,-0.35,17.19,-0.06,--  ,7.39,17.19,17.23,43,43,0,0,17.19,17.19,17.19,17.25,65.21,0.42,浙江,0,17.19,22
002201,正威新材,-0.35,         21.20亿,-12.78,-20.31,玻纤制造,-0.35,5.73,-0.02,--  ,21.72,5.73,5.75,379,379,0,0.01,5.73,5.73,5.73,5.75,110.97,0.97,江苏,0,5.73,190
002080,中材科技,-0.35,         95.48亿,-2.92,-9.26,玻纤制造,-0.35,14.31,-0.05,--  ,48.8,14.31,14.35,341,341,0,0,14.31,14.31,14.31,14.36,10.54,0.62,江苏,0,14.31,171
001234,泰慕士,-0.35,          5.81亿,-12.37,-16.26,运动服装,-0.35,19.98,-0.07,--  ,4.8,19.92,19.98,24,24,0,0.01,19.98,19.98,19.98,20.05,30.21,0.33,江苏,0,19.98,12
603216,梦天家居,-0.35,          6.46亿,-13.1,-13.83,家具,-0.35,11.4,-0.04,--  ,2.62,11.39,11.4,23,23,0,0,11.4,11.4,11.4,11.44,43.29,0.31,浙江,0,11.4,12
601766,中国中车,-0.35,        556.86亿,7.54,8.16,轨交设备,-0.35,5.7,-0.02,--  ,128.88,5.7,5.71,2261,2261,0,0,5.7,5.7,5.7,5.72,19.94,0.41,北京,0,5.7,1131
002511,中顺洁柔,-0.35,         55.35亿,-7.82,-12.38,生活用纸,-0.35,8.49,-0.03,--  ,2.46,8.49,8.52,29,29,0,0,8.49,8.49,8.49,8.52,51.43,0.15,广东,0,8.49,15
003041,真爱美家,-0.35,          5.46亿,-14.46,-16.83,家纺,-0.35,14.13,-0.05,--  ,13.14,14.13,14.17,93,93,0,0.02,14.13,14.13,14.13,14.18,18.38,1.18,浙江,0,14.13,47
600691,阳煤化工,-0.35,         33.32亿,-7.54,-14.8,煤化工,-0.35,2.82,-0.01,--  ,10.21,2.81,2.82,362,362,0,0,2.82,2.82,2.82,2.83,--  ,0.56,山西,0,2.82,181
300896,爱美客,-0.35,        268.16亿,-8.6,-1.23,医美耗材,-0.35,282,-1,--  ,341.78,282,282.57,121,121,0,0.01,282,282,282,283,32.26,0.74,北京,0,282,61
600109,国金证券,-0.35,        199.95亿,0,-6.11,证券,-0.35,8.45,-0.03,--  ,55.43,8.45,8.46,656,656,0,0,8.45,8.45,8.45,8.48,19.1,0.48,四川,0,8.45,328
301018,申菱环境,-0.35,         18.18亿,-12.13,-23.88,制冷空调设备,-0.35,19.7,-0.07,--  ,3.94,19.61,19.7,20,20,0,0,19.7,19.7,19.7,19.77,26.38,0.18,广东,0,19.7,10
300690,双一科技,-0.35,         11.93亿,-22.77,-23.86,风电零部件,-0.35,14.07,-0.05,--  ,8.86,14.01,14.07,63,63,0,0.01,14.07,14.07,14.07,14.12,25.14,0.27,山东,0,14.07,32
000756,新华制药,-0.35,         41.01亿,-13.57,-17.66,原料药,-0.35,16.88,-0.06,--  ,13,16.88,16.89,77,77,0,0,16.88,16.88,16.88,16.94,22.04,0.21,山东,0,16.88,39
603393,新天然气,-0.36,         66.98亿,-6.26,-9.79,燃气,-0.36,28,-0.1,--  ,6.16,28,28.1,22,22,0,0,28,28,28,28.1,13.15,0.25,新疆,0,28,11
301290,东星医疗,-0.36,         14.07亿,-13.33,-19.48,医疗耗材,-0.36,22.36,-0.08,--  ,8.72,22.3,22.36,39,39,0,0.01,22.36,22.36,22.36,22.44,23.52,1.17,江苏,0,22.36,20
603357,设计总院,-0.36,         23.48亿,-4.23,-6.57,工程咨询服务,-0.36,8.38,-0.03,--  ,20.28,8.38,8.49,242,242,0,0,8.38,8.38,8.38,8.41,9.41,0.92,安徽,0,8.38,121
605338,巴比食品,-0.36,         14.45亿,-15.83,-22.35,预加工食品,-0.36,16.75,-0.06,--  ,7.71,16.75,16.76,46,46,0,0,16.75,16.75,16.75,16.81,20.3,0.56,上海,0,16.75,23
000680,山推股份,-0.36,         49.50亿,8.53,12.22,工程机械整机,-0.36,5.6,-0.02,--  ,0,5.58,5.58,0,0,--  ,--  ,--  ,--  ,--  ,5.6,12.54,0.16,山东,0,5.6,0
000589,贵州轮胎,-0.36,         47.53亿,-9.85,-8.83,轮胎轮毂,-0.36,5.58,-0.02,--  ,64.28,5.58,5.59,1152,1152,0,0.01,5.58,5.58,5.58,5.6,8.02,0.96,贵州,0,5.58,576
300389,艾比森,-0.36,         16.44亿,-18.43,-18.24,LED,-0.36,13.94,-0.05,--  ,7.53,13.83,13.95,54,54,0,0,13.94,13.94,13.94,13.99,17.34,0.27,深圳,0,13.94,27
301228,实朴检测,-0.36,          6.55亿,-10.49,-17.06,检测服务,-0.36,13.91,-0.05,--  ,13.49,13.91,14.01,97,97,0,0.02,13.91,13.91,13.91,13.96,--  ,0.94,上海,0,13.91,49
000558,莱茵体育,-0.36,         21.89亿,-7.02,-8.55,住宅开发,-0.36,2.78,-0.01,--  ,36.39,2.77,2.78,1309,1309,0,0.01,2.78,2.78,2.78,2.79,--  ,1.23,四川,0,2.78,655
